TicketID,OrderID,StartTime,EndTime,TicketAgeID,TicketTypeID,RegisterName,
CB685662-1216-4762-B004-CEB2ABA47C94,BEAA50FF-6EA9-4ADC-88D9-990ECD7AF6A4,2023-01-17 14:56:14,2023-01-18 14:56:14,4,2,YuYor Li,
A85C8388-A666-40A4-9546-B84F9EF5BF34,58B3788F-074B-401A-8AC3-AB9333C92308,2023-10-24 14:41:50,2023-10-25 14:41:50,1,2,YuIfr Li,
6BCF33AD-CAE3-488E-A73D-A53BD6787AFC,E9489A82-86EF-45A5-A856-0597B29EC1B3,2023-08-21 02:01:07,2023-08-22 02:01:07,1,3,,
66566DBE-0D61-4519-8955-39F5F0168DB1,6A87B27F-087F-4310-8DE8-C2B75B431FA8,2023-10-27 06:48:32,2023-10-28 06:48:32,2,1,IVln Lee,
E9DF0FA5-41AC-44FB-989C-B5F778B67F4F,29146301-1172-4F71-9011-4F21C2192173,2023-05-14 00:05:27,2023-05-15 00:05:27,1,3,,
8C8AA1B0-927F-4698-BC32-B65A3AB02EF2,5961CFFB-243F-4E3F-A3A0-997A746886D5,2023-09-02 04:45:49,2023-09-03 04:45:49,1,2,DavidBha Smith,
9E4B4A54-FDF0-4A6B-8094-F129FE807BBE,1990A192-DB5F-4447-AE70-D6DAF4E2E937,2023-01-28 03:51:51,2023-01-29 03:51:51,2,2,YuIfr Li,
7782A54D-3D52-4300-B9A7-01F68D74AF07,555AA32E-2DF0-497E-865A-F1BB92AA90A2,2023-10-23 11:40:04,2023-10-24 11:40:04,4,3,,
19F596EF-AF6D-4E4E-A121-9E27CBCC611C,6FB3CF54-9DCA-44D8-B4EC-4C40CBCE9194,2023-10-22 21:22:23,2023-10-23 21:22:23,3,1,IRrz Johnson,
A8D6C28F-5FAA-4A6E-B632-40961EF0FBD7,1BEB8756-8D1D-44C8-8CE9-F1FFCA2BFBDD,2023-10-29 08:41:06,2023-10-30 08:41:06,2,3,,
F2DBD81F-16DE-4099-8839-E48ADF9A914F,66E169A9-1460-4189-A340-CCC4F1C3FEEA,2023-02-23 00:28:16,2023-02-24 00:28:16,4,3,,
9B8A18B1-C56C-43E3-AA46-F8DD2DAB76E4,9434B557-3DEC-4581-B094-B138FD0710F7,2023-06-09 15:02:32,2023-06-10 15:02:32,1,1,IOol Smith,
23A455CD-E614-4405-9412-DA11C11DBBE5,ABDDBAAE-F119-43AD-88B7-27BF88DFFE52,2023-02-07 18:00:35,2023-02-08 18:00:35,1,3,,
432AC677-263E-48D3-B295-0733EF02E49B,A8A66DA7-D38D-41E6-9CBA-838E5BFEEA4A,2023-10-10 04:20:36,2023-10-11 04:20:36,3,3,,
FF12A402-7818-43C5-8CA6-9BEC164F72C6,73C0DFC4-BCC2-4A9C-BD16-B45D8D8DB022,2023-07-14 17:24:08,2023-07-15 17:24:08,3,1,HuangYrg Smith,
0CF2CFC7-B6BE-464F-884A-427AC14890C4,9B7228D5-3994-47BF-A370-974D6CFE44C6,2023-08-17 15:46:27,2023-08-18 15:46:27,3,1,YuHbw Smith,
D86F05DD-6B44-4709-BFA2-E8BFBF0844A1,08EB8840-EA41-4CEC-9254-20675B02002B,2023-02-24 09:06:42,2023-02-25 09:06:42,1,3,,
41E1F8D8-2AE9-4609-A570-0E98402AF5DD,72E790F8-148E-4E7F-96AA-7155FE4788BB,2023-11-02 15:07:23,2023-11-03 15:07:23,2,3,,
249B3A71-A590-4400-8EF1-F7343B1E4DD0,BCC5BE1B-E941-4ABF-B58F-8036A816C60D,2023-03-22 14:26:59,2023-03-23 14:26:59,2,1,IDad Wang,
49F53EF0-991F-463A-82AD-00076541EC7C,3AF25385-64A0-41CF-BA81-696F24470EE1,2023-11-25 17:15:32,2023-11-26 17:15:32,1,1,JohnGbe Kumar,
04A3FBED-C44A-471F-9D6E-13D2A407337B,70C64922-CAB5-4CE5-83CA-4832534C1848,2023-05-07 09:00:02,2023-05-08 09:00:02,4,3,,
0AD5EC47-E60E-4396-8408-4938FF56AD4F,5B7DDF3F-84AF-474A-A50D-2B7652E7AC3C,2023-04-05 21:21:32,2023-04-06 21:21:32,2,2,JohnEuv Kumar,
396198A6-A3A9-4192-BFB1-8802EFD396F9,7CBEA4DC-EF0E-487C-92C8-2984BE2110A8,2023-12-14 22:42:21,2023-12-15 22:42:21,3,2,MaryDeu Johnson,
9737992C-C9BD-4460-AE48-4079A542E06C,6910515E-2B27-4C1C-A024-E0A87830EFB5,2023-03-23 07:10:27,2023-03-24 07:10:27,3,2,MaryTbl Johnson,
3DF47585-97B7-4D96-96BD-88D53F1F26E3,21E22E42-47B1-4BE4-82FE-6DD5FF1BFDB6,2023-04-22 17:27:40,2023-04-23 17:27:40,2,1,MaryPhm Wang,
005DBD28-F2B4-419C-BCF2-1F976EAEF0DB,F2D43A78-C89A-42A8-B411-2A3161B2798D,2023-09-20 20:15:05,2023-09-21 20:15:05,4,3,,
F0966A7A-06E5-4FFD-BF5A-68C39F6A108F,7F12B011-50C4-4084-890A-8940CBDB1562,2023-03-22 08:03:28,2023-03-23 08:03:28,3,2,HuangSic Johnson,
6D922FEE-AF6C-4E03-84DD-2C0809B328EE,17C7CEFE-1D10-4AEE-9392-DF25A2FE275F,2023-01-06 22:32:19,2023-01-07 22:32:19,3,1,HuangYac Johnson,
40AD61C8-577F-4C25-9E09-C4C25DCE2D51,0629D57A-5D60-4EC6-8C3D-F08CC20BD224,2023-08-08 09:25:51,2023-08-09 09:25:51,4,3,,
EE58C233-B2D2-49C5-AB65-CFB5F427930E,CC00226D-76C2-4679-A5FC-BC3FA996824B,2023-06-20 15:51:20,2023-06-21 15:51:20,3,2,MaryDeu Johnson,
4A669EDE-B9B5-4F7C-B7C9-483F037EDB8C,3B8FDBC7-636F-4765-827F-F722A0F8FCAE,2023-07-17 20:07:57,2023-07-18 20:07:57,2,2,JohnGbe Kumar,
E65EFB0F-4781-4923-A43E-B6B9FDF613EE,774B3E42-85A6-4A3D-9A54-F57687E4620B,2023-04-03 14:03:17,2023-04-04 14:03:17,1,2,YuIfr Li,
2111FC24-B9AF-4919-9FA9-EBBF80D8D983,B2A71474-5FA1-45D0-84D2-5A01A6FD1814,2023-03-09 00:50:19,2023-03-10 00:50:19,1,3,,
0A0534D2-D3BC-4F9B-8691-6F649274CFBE,497E0DEA-64DB-4C69-AAE4-4C70517344FC,2023-10-28 03:19:23,2023-10-29 03:19:23,4,2,DavidAqd Wang,
9B5F5DF4-1AFD-4C3B-9BA9-9C64610D6F4A,4EEECB92-A60E-417B-B131-5330CB338362,2023-05-17 10:15:53,2023-05-18 10:15:53,4,1,IDad Wang,
BCBC26B9-51DD-46D7-A566-E6B918C38732,CCD9D0D6-6843-4F6F-8D1B-6AAECF2B29BE,2023-07-26 21:20:39,2023-07-27 21:20:39,1,1,JaneUar Smith,
B20C0025-241B-4838-BD1D-D24E1563E4BA,58130999-81A9-4B82-8DF1-AB3CE70047F4,2023-06-19 05:04:09,2023-06-20 05:04:09,1,2,JohnLzv Johnson,
77099D44-F926-42F4-A28A-11653CA579B4,0609CBCF-8D8A-4817-AC6C-33F3991C2A60,2023-10-16 14:45:41,2023-10-17 14:45:41,2,2,DavidXzd Smith,
71AB7310-F75B-45C4-B952-F227B25B2EE1,72727330-E7D8-4339-A7BB-A252900C7197,2023-04-02 23:47:31,2023-04-03 23:47:31,1,3,,
66BD7794-49E7-4D31-8785-4DB1935E1771,BE61EAC9-B0ED-4337-BA49-A598DB91EBD3,2023-03-31 07:34:05,2023-04-01 07:34:05,1,2,JohnXpp Lee,
A5336547-62E1-4EFC-AB90-4034FDB3679D,47F1695D-28C6-4AF5-A3EC-65A4C4F7A67C,2023-03-25 05:21:58,2023-03-26 05:21:58,4,3,,
E6EA6302-5764-47E7-8DE9-9BEF1213FF84,C02A6DE6-EEBA-4E07-A62B-936BB76E5C68,2023-06-02 23:28:08,2023-06-03 23:28:08,1,3,,
86C848A7-1656-4052-9760-D3FEBFF7D957,DE84D5DD-3649-4F02-BC83-05ADEC7F36A4,2023-04-26 07:20:12,2023-04-27 07:20:12,4,2,MaryJon Wang,
E05042CD-9B97-41C4-8206-F36FA99E6099,9F4211A1-43AA-4970-8BD6-59229D2D4BCC,2023-12-20 10:33:13,2023-12-21 10:33:13,1,3,,
9677FF92-96C1-4B7B-B04E-7576D90FE688,276D4C0D-6D94-460E-8DA9-390D21A052CC,2023-10-22 16:50:36,2023-10-23 16:50:36,1,2,MaryTbl Johnson,
965A812B-DBA2-4BF6-81BE-77979C18BDA2,9434B557-3DEC-4581-B094-B138FD0710F7,2023-11-04 06:46:44,2023-11-05 06:46:44,4,1,DavidAqd Wang,
01402942-0409-4104-8E0F-8F066F7615AF,4FF83E22-5B47-4799-837B-62CC54948C35,2023-05-10 11:33:42,2023-05-11 11:33:42,2,1,YuRlk Johnson,
2579C97C-C9D0-44CB-8C0A-063A387D4545,CCD470BD-08E4-46D2-9097-2D789F54DCAB,2023-02-21 12:54:49,2023-02-22 12:54:49,1,2,JohnEuv Kumar,
31D29943-0DFC-48EE-8508-0E9F21E3D030,A1220F5D-74B6-430D-AD89-022987F428CC,2023-10-31 16:06:29,2023-11-01 16:06:29,2,3,,
CA4F250E-F1A6-4D27-B3C3-1237F1C1CD75,AD02A29C-D444-4207-83FC-2A96D0C361CC,2023-03-11 22:54:03,2023-03-12 22:54:03,4,1,0,
96F1285A-B0E7-436A-9D0D-DAA7BD9A9F1C,A6C913F8-FA30-44C6-AA44-838462D457BB,2023-09-06 19:26:27,2023-09-07 19:26:27,1,1,MaryWfw Lee,
D23B950D-A74B-49AF-AFBA-6905421025D4,4BFDD7EF-ABF7-41F5-A996-D0E8CDAC3A74,2023-08-06 02:37:01,2023-08-07 02:37:01,1,1,YuRlk Johnson,
DD88086A-9A8E-45FA-B529-42A3EC32D2FB,CD31CD37-EA42-408A-859C-03BA6B98E9AD,2023-07-15 07:12:04,2023-07-16 07:12:04,1,1,IDad Wang,
F7E42EE5-33B0-4521-89AA-1E668D6E47CA,279EFED8-00D2-42CC-B12D-DDB14DF3DDD3,2023-09-02 18:12:49,2023-09-03 18:12:49,1,2,JaneSsa Kumar,
365FEADB-DBC5-4092-885A-97250304CD97,7CBEA4DC-EF0E-487C-92C8-2984BE2110A8,2023-10-11 10:49:27,2023-10-12 10:49:27,2,2,JohnLzv Johnson,
88E3A562-77A4-4AAB-A505-8384F903113C,217F014D-8BB9-4C41-9ECA-008591F49185,2023-02-21 22:16:17,2023-02-22 22:16:17,4,1,JohnOtg Kumar,
23BFDFA8-D7BC-455C-9032-9C325635F9E4,EEEFC82C-536E-4417-9129-04851CBF4D56,2023-03-04 08:15:42,2023-03-05 08:15:42,1,1,0,
9679F87C-3C0D-45EB-BCB0-2A344519D594,5474F952-64DB-46F5-9246-2952E2AACC00,2023-02-26 13:37:42,2023-02-27 13:37:42,2,3,,
E1B4075A-98FD-4FCF-959B-F121D0E8D9EF,D9000BCB-5389-40D7-BEF6-50F44D5EF3D7,2023-11-29 12:44:06,2023-11-30 12:44:06,3,2,JaneUox Lee,
D69577E2-8BA7-4D1F-B1A8-82B863983C91,245F6A39-097B-41E4-B368-22734D304F00,2023-03-12 18:28:39,2023-03-13 18:28:39,2,2,JaneUox Lee,
EA2C71CA-977C-48E1-9A06-B7611FF9CC23,11255B68-6DF5-412E-8247-04A88A65B43E,2023-07-23 17:11:14,2023-07-24 17:11:14,2,2,YuYor Li,
2DD95615-7151-4222-A5CD-60EA2D54DF82,6AD96CE2-1FA7-4551-A721-1A31A292194A,2023-03-02 03:10:57,2023-03-03 03:10:57,4,2,JohnCxa Johnson,
BF181686-3B70-41B5-9C59-E03205A9586E,36088BC4-B71A-4DE2-917A-A58F408D950E,2023-11-16 22:50:01,2023-11-17 22:50:01,2,2,MaryPhm Wang,
928A473F-52CC-4D52-813D-ADABB2B231C7,F6CFF64E-255D-49B0-A9E9-6616F83A5288,2023-02-16 21:54:06,2023-02-17 21:54:06,1,2,JohnOtg Kumar,
781F3BC3-7B17-4877-8D5A-86608F775A84,E9CD71FD-4C8C-4481-A59A-CCE2366A2F75,2023-10-16 03:12:23,2023-10-17 03:12:23,3,3,,
768159EC-5850-4021-ADDD-CD0E98843AEC,BE3E26F9-5172-4475-BD0B-7A7DB840A76B,2023-08-19 16:09:12,2023-08-20 16:09:12,1,3,,
1E64DABC-9FF5-4655-8FCB-C00B416A75D3,FD05E5AA-A012-4AB3-9796-28557153F370,2023-06-04 11:41:25,2023-06-05 11:41:25,2,3,,
C6CAED57-6E27-4987-82D1-268367CBFC14,22C70027-02BC-420C-874A-9D1B28C91ADD,2023-02-13 10:33:07,2023-02-14 10:33:07,3,3,,
A4F9C352-21A5-40C9-B479-E22BE7899A95,F9C4EEEF-09D5-47C9-AAF3-17ACF6C13F72,2023-12-01 06:29:47,2023-12-02 06:29:47,2,2,MaryJon Wang,
18C68179-1D75-49C5-8E2C-E7E19909FC18,3B8FDBC7-636F-4765-827F-F722A0F8FCAE,2023-04-29 07:31:37,2023-04-30 07:31:37,4,1,HuangSic Johnson,
0B172338-D2F5-45DD-9FA2-A9B99E764569,AE083E9A-39E6-4692-8DB0-FF82E0C289EA,2023-05-07 08:01:14,2023-05-08 08:01:14,1,1,JaneEmy Smith,
D2245517-6E54-4295-9272-F27866A63D70,7CC91CEE-387B-471F-AFB9-1E14647678FF,2023-08-21 10:22:03,2023-08-22 10:22:03,2,2,MaryNou Lee,
EC80D91D-CA56-4907-B205-38E751C13F49,622A3594-84CB-41DC-B917-81EFBD59983E,2023-03-21 11:58:57,2023-03-22 11:58:57,3,3,,
D2CA55BE-DC01-4CEE-B9BF-020E0CC32C02,50D18349-27FB-4EC7-8A9D-E30B5BAF77B2,2023-06-10 14:56:50,2023-06-11 14:56:50,3,1,MaryPhm Wang,
39ECC2F1-1060-4204-89F2-B697DDC4CF8C,DCE1C56A-E64E-41CB-80FA-67382F859D69,2023-11-20 08:42:32,2023-11-21 08:42:32,2,1,JaneSsa Kumar,
F3A6FE1F-C7FB-4310-9F6B-1C52BB5D6DEA,9F4211A1-43AA-4970-8BD6-59229D2D4BCC,2023-03-06 10:47:20,2023-03-07 10:47:20,2,2,IDad Wang,
46D39651-0AFA-4BD6-87B5-0B28F1DA7B93,EBE9C3E1-377E-4F4D-9BB9-336FF16C72BB,2023-11-01 06:45:06,2023-11-02 06:45:06,2,1,YuYor Li,
D43EA805-36CB-4034-95CE-DA80D9FCE2E4,92FFA62B-06A3-463C-A9A1-A47DA472228C,2023-08-26 02:43:41,2023-08-27 02:43:41,2,2,JaneOda Wang,
9803AA13-C9B8-41BF-8B9A-1B9A50B42E85,1A902BA6-761B-44FD-95A7-600674D6C136,2023-09-30 22:39:51,2023-10-01 22:39:51,4,1,JaneEmy Smith,
6691E095-9151-4676-AE2A-771AF4C72407,7002E8CD-F26F-4522-87B6-F1708ECAF9A1,2023-06-23 19:18:28,2023-06-24 19:18:28,2,1,IVln Lee,
8F4630D3-1189-4CAC-9D0D-742C74AF6400,75C8CDA0-1489-4611-84BA-C7F52009B32D,2023-10-05 21:29:46,2023-10-06 21:29:46,3,2,MaryWfw Lee,
A082A0F3-EEB9-409B-9D99-A8799AFB0B35,09D19065-96EF-4634-879E-996838FD665C,2023-07-29 06:17:22,2023-07-30 06:17:22,3,2,MaryNou Lee,
90200EB5-68E7-4250-9E03-86D13DC1386A,5166C23A-7CF4-46BD-9EF3-70CF470555C6,2023-04-24 16:43:26,2023-04-25 16:43:26,3,3,,
71D3BE0E-CBE6-43F6-BD56-EAD25DB37FAF,7CC91CEE-387B-471F-AFB9-1E14647678FF,2023-08-21 20:25:17,2023-08-22 20:25:17,1,3,,
3010D857-132F-45E8-8796-CE895C5BDDAB,F2D43A78-C89A-42A8-B411-2A3161B2798D,2023-12-18 07:38:40,2023-12-19 07:38:40,4,2,DavidBha Smith,
F521390A-847D-4AE2-89A2-0C9904D84F2B,FD05E5AA-A012-4AB3-9796-28557153F370,2023-09-22 21:19:14,2023-09-23 21:19:14,3,2,HuangYac Johnson,
35968FBA-6955-49E0-9B61-4C013D6FD4B7,56894F84-F221-4B2A-A007-2555D8DF87D0,2023-05-04 02:38:02,2023-05-05 02:38:02,1,1,JaneUox Lee,
B10681F5-A566-4176-99D9-8603A202C2C7,F1E18A59-6108-456E-BEBB-A9C1E45D31CB,2023-07-11 01:44:34,2023-07-12 01:44:34,4,2,JohnXpp Lee,
B4CBF336-3EC1-4AAF-A4FC-A42D5E1CB35D,5EC98AE7-EAE8-4865-A832-93B658F9FD0B,2023-08-06 14:31:47,2023-08-07 14:31:47,2,2,JaneEmy Smith,
A9BB2A6B-CEB1-4C3D-A39F-FCF1FA7C619E,273B837A-2A96-48EE-B90A-46A25F754FB8,2023-03-28 19:06:24,2023-03-29 19:06:24,1,3,,
6DF884E2-223F-484C-B0AF-EA2C8764C09A,62E12844-EF50-42BE-9309-A6C8C48C1C8B,2023-11-07 22:33:59,2023-11-08 22:33:59,3,1,DavidGnu Li,
8A6E3435-F13F-4D95-BE9E-13E9AE38B00C,70C64922-CAB5-4CE5-83CA-4832534C1848,2023-07-27 06:49:43,2023-07-28 06:49:43,3,2,IRrz Johnson,
874D32AB-470D-413F-B02E-E792FF512697,33DAC2AE-A6A5-4642-9793-4A2A19D4A5DF,2023-07-22 19:42:31,2023-07-23 19:42:31,3,3,,
B1C4CB6B-EBA5-40C8-84A8-CE9AA2DA28F2,31E1AC12-636A-4E8A-AF3E-0CEFB2569548,2023-09-06 23:05:41,2023-09-07 23:05:41,2,2,HuangYac Johnson,
C7D3805B-BFFF-4988-B4EC-1F59BC9B67AC,CD307E55-CF8E-42DE-97E2-EEE3883C9E3A,2023-02-18 20:40:26,2023-02-19 20:40:26,4,2,MaryDeu Johnson,
DACDBF85-1980-487B-8C5D-2231D9D41720,C67A978E-FA5A-4A26-90E9-A335D6C1973D,2023-06-21 14:05:27,2023-06-22 14:05:27,1,2,IRrz Johnson,
061B9261-7E71-4069-B323-3A94786641B1,0353E9DA-2C83-46D6-9954-4D9B165CEEFF,2023-03-31 10:36:47,2023-04-01 10:36:47,1,2,JohnOtg Kumar,
6DF34BCE-5EB3-4AE5-81D0-B38CFA29580D,5E94CAB2-D795-4031-B542-F73E3B613593,2023-06-13 16:27:07,2023-06-14 16:27:07,1,3,,
D1035276-41CC-43C5-A27F-5FB8ABDC3C18,6458DE28-A947-4395-97ED-45B9090DC061,2023-01-23 17:29:17,2023-01-24 17:29:17,4,2,IOol Smith,
85BB6D77-65F8-4B25-AFD2-29EB326B2188,B0962734-17DB-4671-8219-73A990499573,2023-03-12 13:01:05,2023-03-13 13:01:05,4,1,JaneEmy Smith,
625ADFB8-0F3D-4BE3-B12D-750D52066E7E,6C1D4F53-35DB-4ED2-9DD0-F5DB0AFCCCDC,2023-02-23 23:53:57,2023-02-24 23:53:57,1,1,JaneUar Smith,
69B283CD-427D-4D87-8DA3-28FBFCF56370,17C7CEFE-1D10-4AEE-9392-DF25A2FE275F,2023-02-04 14:54:05,2023-02-05 14:54:05,1,1,0,
5656C9C8-9BE7-482C-A14A-52E279E56A5F,21A736BC-EB58-4177-9E7B-D9D16F70E97F,2023-07-18 01:08:01,2023-07-19 01:08:01,2,1,YuIfr Li,
025E8BFF-7DA4-4209-908C-E7EB8EA4A7F1,2B059D7F-D973-40D9-8F4F-10D4061EC6A3,2023-07-27 17:22:58,2023-07-28 17:22:58,2,3,,
C3A33E67-68EE-48D1-A4DD-8A844898B3F5,DC9F02BE-50C8-4059-A02B-B9B8958FA10E,2023-06-15 23:31:33,2023-06-16 23:31:33,3,1,JohnXpp Lee,
E09D8794-DED5-468F-AB09-39C8CB8B9218,96AD9AF7-3A71-4EF1-A7CB-EFE68EA4B9AE,2023-04-17 16:49:25,2023-04-18 16:49:25,4,1,JohnXpp Lee,
437F30C3-158B-4A5B-A7AE-A817DE3CBD04,DEA6692E-9EC1-40E6-9100-CEA835A7A618,2023-10-26 22:00:59,2023-10-27 22:00:59,1,2,JohnLzv Johnson,
180813E6-05C6-4F98-AC62-53E4BDD4F454,8AFE5A00-D9FB-48BB-92A0-B9D677228CA0,2023-02-20 19:43:48,2023-02-21 19:43:48,4,1,HuangYac Johnson,
890BF052-664E-4DF4-954D-EDF6F11AE650,73C0DFC4-BCC2-4A9C-BD16-B45D8D8DB022,2023-01-29 16:03:31,2023-01-30 16:03:31,2,1,MaryNou Lee,
C2A76397-49C1-4016-B84C-2967920B3E34,3AF25385-64A0-41CF-BA81-696F24470EE1,2023-08-26 21:54:09,2023-08-27 21:54:09,1,3,,
B14E04E7-1549-44D5-8E57-D42615D21715,C67A978E-FA5A-4A26-90E9-A335D6C1973D,2023-05-19 04:32:48,2023-05-20 04:32:48,3,2,DavidGnu Li,
C58F28C2-C9AB-412F-AF59-F4864127AF82,33DAC2AE-A6A5-4642-9793-4A2A19D4A5DF,2023-10-17 00:39:05,2023-10-18 00:39:05,2,2,JaneUar Smith,
5C71BB07-62AC-4FF8-B4C3-CE924C75FB81,81361C86-48E2-4336-9379-EB961FA44D94,2023-03-14 12:06:52,2023-03-15 12:06:52,2,2,JohnEuv Kumar,
4DE9331F-194C-4079-9817-D68E8A73C7CC,C929DD9F-8A1E-42E3-9E2C-F00429ED1123,2023-02-11 13:14:36,2023-02-12 13:14:36,2,1,HuangYac Johnson,
5703DCB2-5572-4045-AD43-B82F3DBCDDFC,ED388B95-5A28-405A-9BDF-2E3BFAFF6FE3,2023-02-28 02:01:25,2023-03-01 02:01:25,4,2,MaryPhm Wang,
6D30A30C-3BFB-4FE4-A664-35FD227EF933,BE3E26F9-5172-4475-BD0B-7A7DB840A76B,2023-10-28 15:58:23,2023-10-29 15:58:23,1,1,MaryTbl Johnson,
1F02AD40-3EAD-48BA-B1CD-B55D75FA7FCA,273B837A-2A96-48EE-B90A-46A25F754FB8,2023-12-30 20:54:02,2023-12-31 20:54:02,1,2,IDad Wang,
22BF57E9-979B-4F05-A508-AA82A9C98C34,50261840-BA46-47FC-8E56-613D902CF427,2023-01-13 02:29:07,2023-01-14 02:29:07,2,2,JohnEuv Kumar,
079B6A26-1A06-4C57-B2D9-FAAC59902D27,C2BC4784-1520-4936-851F-D2C1BDE8CF1F,2023-11-22 20:45:01,2023-11-23 20:45:01,2,1,MaryNou Lee,
106BF304-3062-421C-83DF-673CF67247F1,21A736BC-EB58-4177-9E7B-D9D16F70E97F,2023-06-02 00:02:16,2023-06-03 00:02:16,2,1,JaneSsa Kumar,
B29CE571-A56D-4938-B7B2-6E2CA3330613,C02A6DE6-EEBA-4E07-A62B-936BB76E5C68,2023-05-26 01:24:48,2023-05-27 01:24:48,4,3,,
7802BA53-1254-46DB-8EE0-CBB6A50D9F7E,F7C7796A-DA37-486F-A48C-838A899C4D2D,2023-12-10 11:28:23,2023-12-11 11:28:23,2,2,MaryNsv Wang,
144D8C15-F377-4861-AD2A-35587D91F228,B1BF8DC7-F293-420F-AFDC-363C59A2CD81,2023-11-29 05:45:03,2023-11-30 05:45:03,4,1,IOol Smith,
200A1C48-7541-4167-813C-75B0C60C1A59,E9CD71FD-4C8C-4481-A59A-CCE2366A2F75,2023-03-20 22:50:44,2023-03-21 22:50:44,4,2,HuangSic Johnson,
CEB66F1C-D74E-4995-8889-6475281309A5,80AEFC4C-E7E7-450E-80C7-9BF144262DC8,2023-07-27 01:35:41,2023-07-28 01:35:41,4,1,MaryNsv Wang,
EC24165B-1C34-45FF-87B8-E04E71CD9FB6,45A7C79B-BE46-41E3-828A-80DD6B89452E,2023-08-25 01:21:54,2023-08-26 01:21:54,3,2,MaryNou Lee,
BAC721F5-5B22-4936-BFB1-68A8A2D3032B,7F12B011-50C4-4084-890A-8940CBDB1562,2023-12-06 21:58:52,2023-12-07 21:58:52,3,2,0,
CFAF95F0-10F4-4126-8BFE-95C2DF4CA0FC,DC67E7BB-4356-4C69-B249-7DF9B8B03AF3,2023-02-08 16:06:04,2023-02-09 16:06:04,2,2,IDad Wang,
D9BC7DC8-4328-4C76-81C1-B282729FFADE,0288D238-3D73-4414-BAC9-AF41F974A605,2023-11-06 15:59:57,2023-11-07 15:59:57,4,1,DavidGnu Li,
941BC979-E914-4132-985B-B02A802E7524,6910515E-2B27-4C1C-A024-E0A87830EFB5,2023-07-01 05:20:16,2023-07-02 05:20:16,1,2,JohnVmo Li,
E60896F7-9466-458E-A34A-3FBBD8C8566C,85A9E488-0DAF-4B38-B033-F9C86A55ADE8,2023-06-12 17:30:00,2023-06-13 17:30:00,4,2,IFnj Lee,
2D802422-56D1-41E5-899C-3BAA7682E3ED,F09298CC-8B8E-4567-8275-FF97C989C04C,2023-03-05 06:55:45,2023-03-06 06:55:45,4,1,IVln Lee,
76AC350E-1D7F-45B7-ABA3-0A86B020A50C,3B8FDBC7-636F-4765-827F-F722A0F8FCAE,2023-07-24 18:02:25,2023-07-25 18:02:25,4,2,JohnVjq Johnson,
4D12B8DF-0766-4606-B469-3D288B9E7890,0482A375-656A-4C9E-BE2B-73F02299FD6A,2023-01-07 23:51:44,2023-01-08 23:51:44,3,3,,
C0F91BCF-CC88-42D8-B49C-B86AD672D512,4A747C34-FC96-4CDF-95B8-1C9256660BF5,2023-08-26 21:57:49,2023-08-27 21:57:49,2,3,,
885C37F5-3B53-486C-9DCB-1B6E5AFED4BB,E2A20777-405E-465F-BC00-D1302E994D97,2023-06-18 11:32:58,2023-06-19 11:32:58,1,3,,
BE60B237-E0DB-432F-9851-9EB21AA3CA51,CC00226D-76C2-4679-A5FC-BC3FA996824B,2023-01-16 17:36:57,2023-01-17 17:36:57,4,1,MaryNsv Wang,
83A34773-05DF-47CC-8986-F0D1849D24BC,C7014E75-7E81-4C26-91C9-5F3C7630187C,2023-09-06 20:32:38,2023-09-07 20:32:38,1,2,DavidAqd Wang,
