ID,Account,passwordSHA256,Status,Role
8A573633-219A-96DB-1633-A27549D54EF9,RZJAVU,cf23e38917d712e088b670e0297edd6af1de982bb133acc41f7e5a822685f744,1,1
7620323E-FE03-53B6-4951-26527AEC09C3,DIHBRY,0b3a639c22d491c5aefddd63c7ecad72e95bf22569475f5fea1f8703fe186342,1,1
83BE0D8D-7284-41A5-54A3-D455421FCF5B,UYHFCM,33e7b627bf3fc02baf3847fd97f407a53520b8c6b816f92daf23f3dc7ef96fe5,1,2
7730C72E-27A0-3AD4-791A-B7D25A2AB2A4,YLTYVT,3fbc9aa176879e999f4b98d8929c1805971adf4206e03f70e76c114ed588375f,0,2
7E72FD99-C049-E6D8-53DD-8335E27CFB07,WRCHNQ,5b686ecf2d646695c71b3fd44bdf7d5d6ebb2b322788ad6907f5b3cf0f9b0a89,1,2
8C34F6EE-FED6-68CE-FD42-2CB10456B11C,FZIINS,6401fb5b69a9d60c0158c5a1a25509af8a4c4b61e2aa465723f3b8a4fc185c5f,1,2
53C2A0F6-D38D-9B30-E651-9998C4B7AFC2,DYUROL,fa8e1b3ba775420192f5b4710a34c68f8eeb421765b215a2fa3580e42241b6b5,1,1
81578365-4211-A45D-8BE1-6C98610E1C25,VBSRGM,6c04ac1e424844736c28a010750bd59a8eb695239378339a2de0f64bebdc15af,0,1
65CACE9B-5B95-A995-0FD7-0F26506F6CDB,NGHCRU,3c28fd85cd44238bad13a84b0a78ce3ff97cb0ef046cc5b7ae73c6acb6d3adb9,0,1
8CF75FA0-23BD-B7DF-D1AA-457397121EF2,PPUHIL,6437502aeb542efe6056e2bf8b271cf14c9741ef5693c78d411547410b63cb17,1,2
2BD3A738-0BE9-7DAB-1003-F435E4722B49,EGNATL,99f2bc24e188994590fd1f9500e6f35ace9a883b49b44c1c1fb19f837c83d7c5,1,1
16A28C94-D7EF-3625-B7CF-51D9C761955E,QEZICX,7cca286bb207cdb0e3c614cf3a7c5f7b7a74ed4ad72138a0ff9c44f2a2a333f2,1,2
E0729029-309A-11FD-F0E3-DAF362D76273,KCCLUO,44344847359ed3037ea9f4aaa82c0dbdd866d0c9214405972ae06ae2e306401b,0,1
1C4A668F-4F4B-CE4F-6066-D768B9A868F3,VPMTCL,f1d647541ce0bddddf3e488c3a1921a04d5635cf6f1116ecbe48de38854370f2,1,1
428C8290-486A-59F8-8495-77086023A727,KAGIUY,66b10c56577adc40e538b76160781d4904607d6f52ca4c45697333004ece3b91,1,2
25C24323-0AB1-D884-CCFB-8611A05447AE,UVXLGI,823bc55081aeab93a86dcb12a0e0163c9861034c716872d38ec5164196113777,1,1
0EE53D0D-C709-22AB-43D7-3539819E9B19,BTYMUR,c37c23cd723df2980c179ffdf4d741041c2ce2b054e96db4295c0d7416b5d374,0,2
8286637D-D0E7-9EF6-25E4-F161F967AF92,NIMHFB,560a4f55c35f1dba1afec84cb3d8e3a37f64971a09e2e717de9e3cf207107c34,1,2
B29C2FF5-D1A9-1177-19A8-C77402889CDD,MIAHPW,bdc1bf9f1c60549feceaad0b379ac1abcc1c8806a0248462ff74389396ac2e20,0,1
0958BA13-3C11-D533-C6FA-CC7BAE461456,MDJZQM,fadec3ec3157f27ca14dbd9437670b4852ebe12504f759b95bfc87aecad284ec,1,1
F2B6561E-8216-4857-EBDB-36145EC4F6A5,SHHKJQ,7479002c1fd5e19fa7c32b95b862602bb58f82b64973278c0c625ac0dfbd891e,0,2
A5843995-BF74-E748-AAE3-485E034BFBC2,ORNTKK,2f294e20776e0e75903a9fe54226bd74f680364fa188370e7dd332360269b3b1,0,1
3260189D-B370-6B56-B336-0BE20B75BDC1,QYCQSG,773a50005d2c83e908d29c3e333fdc7ae36662470d581b136c47be6119141419,0,1
666234E0-2666-9B8C-BA1F-5301C8EB4C39,UWEKIE,6dd214e0073498cf15164c4c1fc491bbac02477efeb143c5a15bc6b72458e116,0,2
F161580A-E37E-68EE-408D-0BD0788B6025,EDUQNT,4acc278f9a6783da4cd5bf1d6d0e299dfa43ad94c6dbf6ac363e31e6b634d95c,1,1
7CB87267-CBC6-935F-1690-6F5DA29A87B1,ZRRKJQ,d8885a04b23a7d7ffb2959b62c8f8d0128343e3b2505883f7cb5ce7ef914a123,1,2
C0DA4158-DEDB-6A98-30F1-4204529960A4,FIBBBY,7be83770c603ec77ec8a8275199774f05f8f249d1542e937d6d2797fba267514,0,2
857996C6-5343-DD42-2829-3D2D86F6644C,WPRZGB,a4b7cb03ebd35c0a81660e7affd18f38f4f16b9c6ac2c584c4a7c10541ccbbde,0,1
D7D2A069-23AB-2100-4E96-59AD8C493670,CKOPEU,4c31e3c2bc0c0c991eb9485c3cdd558498cbb8a52a588a7124fb6e728dfc5b86,0,1
949B4482-CBDB-178A-6A12-73B27F68F1FC,JGGDWZ,d2d863ba11fab9474564a71a2dd967da0c29e3b63a111b022b4d0b53a1680697,1,1
D23577DE-D469-7659-3FCE-8B89A016B642,PILZZQ,a543ae854097202bb7774c367ef415913c9dbc92f17baf7711e1b281e4fb6770,0,2
F4306A5C-53FA-9486-22E6-07CAB83EF177,QATNWX,b7c1a3a8ad8d6d5422f8746b8ad5543b3412ef1ec4768994a7e2df078dfb4253,0,1
BB383552-6CBD-1E6F-D392-C44B129F80B0,MJJITT,ffc6bca8b16e4bfef92adcb771397e06e8ec8747245f0a5d1ec98e23f1291d77,0,2
12A1AFC7-67C2-2CEF-5211-4CA629E0296F,IVQTRW,5d8f15954ad19ba2ddb9b7af59d0e8e867545e6a6fcabcaee7bb5f492456d171,0,1
944066E3-5339-144D-F108-EE31389D30A1,CAMXTW,f3022c1b0ab869104e1248b964445f5907623917551442f9fa0853ed048b9714,1,2
E4CF3AE5-D422-1515-3E39-12997F4B9B03,CWBKFC,e7c6e050b3043d43ebf5e5c804832c65e53ec091102afb64f8aa19d25f0027d7,0,2
F8D94934-71AF-47F7-2EA7-0CE00D7C781C,RKMITY,ce031f2b7f5c9e5a7e3b39dcd627bf04f43d234add738c877fc6a1c69334fa6e,1,2
97889D16-2F48-0427-6B8C-8EC70A670F4F,QWEBGM,6e5fda0e998ee22c22d0692fbd8bf7a9a649f254004f5e014788e15ce02cb6d4,0,1
0E46F553-A55D-5E53-3636-6C9E3DAF979A,NDJYEP,83d3bfaee8b3e82d4f1a8a45e6b6fa2c1b72650c9bd45d1bbaa10769f3d95e83,0,1
B9653B9A-8D76-A6C4-1028-190D8BF53958,RYEHWZ,89bc521271fcf92b48f8214eee6c049358ce01b14c1e4c1636d79b8dcc9052e5,1,1
5AA229E8-5ED0-297F-08BF-D74B6B8301AA,QKCJFR,913bc7856736c613d5b04a421397488481208dbf9f06d00282398c6ae7657af2,1,1
104FABBA-D4A3-10AB-E8F7-A38BC23D9C7F,QRGMYQ,b44178161878d010a156f9e9da0f23d153312a4fadadf765ee8c0c9ce00bdd8e,1,2
BDB62F0E-3E32-F92D-A7E8-4541C5C26327,BZAIFM,340c8c85b320d51583c33425a9dcc4f17945b07f7578f5ee7237fa77f4f5cc60,0,2
AC3BB154-0CF1-45AC-FF61-5D75B841DFC8,XVESRQ,29b0b2c707e1311a6af0c0565d9f3fe58914e63f4784b73304f1bac6882adfac,0,2
6F5EFB57-5CF9-4C43-3BAA-85EE7395502D,SQCFXU,e995f824571cba269cb9ddc897a44738afceb46a3195fd9232137b756988fac9,1,1
9A849854-E8C5-936E-BB29-0F3EC2F358AF,KUAUTB,e67c5f147029eb30a662cc6ec5c913f2efe5fcdb714ab8655c2abbc464eada18,1,2
140B273F-6695-49D6-E586-63004029A5FB,CJVWEX,c15fecfc01cab1519ae315e45a0139712a767718092c8bcdb3d5c5f0f1dcdd0b,1,1
